"","text"
"1108","  kamar yg dijual  sesuai  kondisi gambar  fasilitas  buruk"
"1109","payah aplikasi sampah promo penipuan  komplain gak  direspon  no laporan  janji melulu     follow up  alias lenyap hati kalo beli        solve problem mending cari   aja   pilihan aplikasi kompetitor      tanggung  kompeten"
"1110","so far penggunaan aplikasinya  pesan hotel   semoga  berjalan lancar   pesan hotel   penggunaan pesanan   diperbanyak  promo  diskonnya trims"
"1111"," memuaskan perbanyak promo ny sukses   tiket com"
"1112"," download krn  nonton event kbp  ram lgi penuh tpi  unistall salah  aplikasi ku trs lsg download  lgi nunggu event  dri kbp"
"1113"," ya utk penulisan nama  aplikasi  diwajibkan menuliskan nama    dgn orang  nama pendek    takut bermasalah  masuk bandara   takut bermasalah jg   mengklaim asuransi    sesuai  penulisannya yg   ktp"
"1114","keren  aplikasi time  menbantu pesan hotel lbih cepat   mudah"
"1115","aplikasi recommended  travelling pilihan fitur lengkap   pilihan promonya "
"1116","praktis mudah  harga   kompare dgn aplikasi  kadang suka  mahal"
"1117","bagus tiket com sebetul nya  agk  seh kecewapadahal sy langganan sudh  pengajuan     setujui  pinjaman dana tiket"
"1118"," memuaskanpertahankan  tingkatkan   mudah  praktis"
"1119","puas bngt dgn adany kredivokrn   membantu skali dlm ngurus pembayaran tagihan  gak ribeut  prosesnymakasih kredivo"
"1120","belom  coba si  download  pas  lihat ulasannya yg komen  yg ngeluh   memuaskan  ragu gunainnya"
"1121","download  utk beli tiket teater jkt aplikasi nya bagus pembayaran  mudah   minimarket "
"1122","istri  salah booking tanggal chek in    konfirmasi dananya  refund   difolow up    dana   direfund hati     aplikasi "
"1123","membantu banget  dapet harga cheaper  nya"
"1124","ga    internet  kencang  sinyal  kuat  pas  download udah   ngulang   kecewa"
"1125","kecewa sih  kali nya nyoba  pesan penginapan    booking    sebulan  nya   pemesanan    batal kandi pindah  yg   yg  room  full booking kapok  pesen    ancur batal  rencana  tau gitu mending  pesan  langganan aplikasi sebelah bad bgt kesan  nya"
"1126","susah  hubungin csnya  telpon  gak   udah hubungin pake pulsa  bener gak profesional"
"1127"," gini ya   beli tiket  event udah  buka tiketnya udah baca deskripsinya  tinggal klik pilih  tiketnya  gk  udah  klik berulang kali  tetep gk    klik detail diatas gitu  udah masuk  pesanan tiket  tombol pesan  gk   klik   tombol   warna kuning  tombolnya  warna abu  gk  diklik   pakai wifi   coba pakai paket data tetep gk  nyesel banget  gimana sih"
"1128","kasih aja deh    nonton live  gabisa  dah beli tiketnya     beli tiket  angus ilang gatau kemana  respon  ga sigap"
"1129"," bagus   downloand karna  nonton kakakberadikpodcast untold story tanah pasundan  signal  penayangan jelek suka hilang hilang gambar  suaranya  hilang   nonton  kuotaku full   seru nontonnya karna terpotong potong tolong diperhatikan signal  jaringannya  penonton  kecewa"
"1130","  pembayaran  tanggal november  tiket podcast kakak beradik episode desember       menerima link  akses    jadwalnya    menghubungi customer service  telp   whasapp    respon   tanggung      refund  pembayaran "
"1131"," aja selesai instal n  buka aplikasinya  langsung disuruh update   yg   bagemana sy  kasi bintang   "
"1132","bagus   perbanyak  diskonnya   bentuk pembayaran"
"1133","klo beli ticket hotel  dsni harga jg lbh murah  banding apl  pelayanan jg bagus bgt wkt  kendala responnya jg bagus pertahankan n  sukses semoga bs lbh bagus lg promonya"
"1134","mengecewakan mohon sistem diperbaiki  pesan  tgl  muncul konfirmasi tamggal "
"1135"," tinggal bayar tiket   indomart  alfamart  knpa ngga  ya udah  kali mencoba     indomartnya  citilink nya   "
"1136","aplikasi yg  bagusss  utk pembayaran tiketharga sdh bersih tdk  biaya   nggak  aplikasi sebelah "
"1137","   aplikasi inisuper mudahproses cepatharga selisih lbh murah  yg lainhasil vusit pesanan   review "
"1138","ga suka udah bayar vcr  issued tlp cs samppe x ga    malaj  gantunng bukti transfer   kirim   nge cek nyaa keecewa baanget ccuma cek mutasi aja "
"1139","nih aplikasi bener ap gak  modal ap gak peduli ama konsumen ap gk masak booking hotel oyo by sentr  hotelnya gk  alias bodong  solusi  refund aja krn gk  nyari hotel pengganti  refund  bilangnya bsk pagi  sampe malemnya    diproses  refund krn kesalahan aplikasi   prosesnya untung   uang  booking   kalo konsumennya gk  uang    tidur dijalanan ngawur  namanya"
"1140","aplikasi  bagus  metode pembayarannya   mempermudah "
"1141","suka sekaliii tambahin tugas  utk nambah poin    pengguna   butuh paspor"
"1142"," plg senang pesan tiket   harga bersaing  jg dpt poin yg bs ditukar voucher cm syg skrg cm bs dipakai  potongan harga sdh tdk  voucher lg "
"1143"," komendnya  meragukan yaa    aplikasih inipadahal   make aplikasih tiketdotcom  cek tiket  ragu  boking tiketnya"
"1144"," order harga promosi tiket pesawat    proses pembayaran harga tiket pesawat nya   kecewa sih jd bintang aja "
"1145","promonya iming kaga  yg  dipake kodisnya  ambil batik air juta"
"1146"," membantu skalibsa check in hotel tnpa ribet n bsa langsung byr cash    hotelnya tnpa hrs transfersmoga smakin brjaya"
"1147","mempermudah utk booking hotel  pesawat  onlinebanyakin promo nya yaa"
"1148","ya ampyun  aplikasi  update  gak  log in"
"1149","pelanggan  pemesanan mudah semoga  disukaiterbantu bgt    yg     tq"
"1150","  apk  refund aja susah bener gak kaya apk    refund  kerja    konfirmasi  teryata masi  proses  no pengajuan  ganti nunggu   apk apan mending  shopee kalo refund   saldo koin shopee langsung gak nunggu tolong  perbaiki  refund nya gak "
"1151","mudah banget proses nya pilihan transfer nya  mudah"
"1152","thank you  pengalaman surfing akomodasi  aplikasi  worth it banget harganya bersaing banget lho "
"1153"," puas menginap  penginapaan mewah dann   harga nya  mura  yg   mengecewakan terima kasih "
"1154","aplikasi yg  membantu  keseharian  tinggal pesan  booking  mudah  tida mereportkan layaknya pergi langsung  "
"1155","i like it tp jgn  error ya servernya"
"1156","  harga  murah  aplikasi      sungguh menyenangkan "
"1157","harga promo nya rasis cuman tujuan  pontianak  ga  promo nya giliran  wilayah    jawa promo nya bejibun banget tolong ya pontianak  masuk indonesia   rasis promo "
"1158","ngadain promo  lemot banget servermu kek gaak niat ngadain promo gausah bayar mahal  artis ba mu kalo  cust aja kek gini hotel  up in  diskon kalah sm traveloka beda  gabakal  sejajar deh kalo  server aja lemot bgt"
"1159","promo bagus   aplikasi kadang lemot  proses pencarian  pemesanan mohon diperbaiki"
"1160"," yg  cocok utk cek  pesan tiket  ya  pas  search jam pagi harga   trus pas cek lg  jam pagi harga yg tercantum murah     isi data  lakukan pembayaran eeehh harga auto berubah  x lipat    bantu info "
"1161"," membantu  mencari penerbangan   lupa   discount   penerbangannya baguss suka bangettt"
"1162"," aplikasi  susah banget loadingnya   banget dpt notif gak tersambung internet   buka traveloka youtube instagram lancar jaya perbaiki  sistemnya"
"1163","aplikasi cepat responsif report via whatsapp  memudahkan  harga murah "
"1164","pengembalian uang refund  cepat   cs via wa  cekatan  responsif  membantu mengatasi keluhan     bingung  booking hotel pakai  aplikasi tiket  dijamin aman  nyaman"
"1165","dlu  pakai   kaya nya server nya  bermasalah tolong   perbaiki gak server yg bermasalah nya"
"1166","nyesel boking pake aplikasi  x boking  nya bermasalah  tunggu konfirmasi  hotel  tdk dpat konfirmasi  aplikasi    udah terima email kalo  ter konfrim  aplikasi "
"1167","beli tiket dps jkt dgn pesawat garudatdk    pemberitahuannya  email  wa  membantu berharap tiketcon trs berinovasi dgn fitur   mempermudah  pengguna "
"1168","  applikasi   membantu cuman  keluhan  harga yg tertera tdk sesuai harga  booking"
"1169","   server nya ya  search kota keberangkatan  gabisa"
"1170","maaf banget ya aplikasi     eror tolong perbaiki    mesen tiket nonton blm kebagian udah habis duluan please  perbaiki "
"1171","     memperbarui data  opsi tgl lahir  dimana   input tgl januari tp   simpan  berubah  tgl lahir jd januari mohon diperbaiki   edit profile terimakasih "
"1172","kacau ni aplikasi   komunikasi  maskapai  nunggu jam  bandara syamsuddin noor nunggu check in dibuka  tujuan kotabaru kbu      jaga check in    jadwal penerbangan  kotabaru    senin november   bingung    jadwal   aplikasi  dibooking  rugi  rugi uang rugi tenaga aplikasi  berguna alias sampah "
"1173","gw ga gitu suka pemesanan tiket pesawat  hotel   suka  traveloka ntah  tp kali  gw dowload krena  beli tiket nnton kka beradik podcast "
"1174"," membantu memudahkan  praktis  urusan traveling"
"1175","mudah pesan tiketnya  harga bersaing banget mantap bro"
"1176"," update   kalender tiket nya harga jutaan  tujuan stelah dibuka pencarian  tiket yg  ketujuan"
"1177","mantaptapi promonya gak  kalo pake kartu kreditharusnya promo kalo pake kartu kredit "
"1178","  bangus aplikasi    promopromo tiket pesawat  ditawarkan   terpakai  pembelian tiket mohon  perbaiki "
"1179","promonya beragam    nilainyapesannya mudah dg   pilihan metode pembayaran"
"1180","pelayanannya the best refund gak pake ribet gak pake   rekomen"
"1181","mantapaplikasi yg serba lengkap  cepat dipermudah dng pembayaran nya"
"1182"," pemesanan  tiketcom cepat  mudah"
"1183"," iklan fitur menarik  aplikasi tetangga sebelah pas download zong kena prank tekor deh kuota bintang "
"1184","suka n mudah bnget   pembayaran d alfamart gak  "
"1185","pointnya dikit   pemesanan  bagus aplikasinya"
"1186"," mengecewakan  download booking hotel tp  terbooking"
"1187","   check in online   koneksi internet  adapadahal internet data  wifi   masalahselalu lancar"
"1188","dasar aplikasi abalabal data udah lengkap  merefund  dananya  beli tiket    berkas hilang  mesti nunggu  kerja    kerja    uangnya  energi    konsentrasi  tanggal  dijanjikan abalabal"
"1189"," bagus  pesan tiket hotel kereta  pesawat  mudah"
"1190"," diperbaharui  foto detail hotelnya  munculpadahal jaringan bagus"
"1191","aplikasi abal abal   pemesanan hotel karna trasit      notifikasi pemesanan gagal  saldo berkurang   suruh refund terpaksa nginap  kursi bandara"
"1192"," kali   bener kecewa  dirugikan  pesan tiket   booking  ad   berhalanganmaka  refund  penumpangsampe telpon  cs  penanganan biar  refund dg aman n bla bla bla  menghindari     sampe ngecek  bandara jg  iya ga  maslah dg tiket  penumpang   gilirann pas berangkat   berangkat  orang  rugi iya kecewa jg iya  bener bener kecewa kecewa banget"
"1193"," mantap  promo hotel nya  banyakin besarin biar  bagus byk peminat nyakarena traveloka skrg byk promo yg hoax"
"1194","harga tiket  langsung tertampil  tanggal  versi     harga  tanggal  klick  klo  liat harga murah  klick "
"1195","aplikasi buruk  memesan hotel checkin tgl oktober  chekout tgl november  tropical garden view telaga sari bedugul tabanan karna  fitur  memilih spesial request  aplikasi  merequest  checkin     selesaikan orderan    pembayaranya   singkat cerita esok     menginap jam hotel   tergembok   komplain   akomodasi  properti  melempar kesalahan   rugi "
"1196"," coba udah tertarik  info teman  bagus semoga  menyenangkan"
"1197","    kendala pakai aplikasi  mudah  simple  refund tiket pesawat  mudah "
"1198","kecewa banget karna     slow respon      respon terimakasih  mengecewakan "
"1199","  senang  aplikasi  kara   cari tiket pesawat  harga yanga murah"
"1200","aplikasi   cocok     pesen tiket pesawat   ny"
"1201","  pilihan halte bus semoga   pilihan halte bus terdekat  pemesanankarena   tau daerah   halte bus dimanamakasih"
"1202","prosesnya  cepat gak sampe semenit  bayar tiket langsung  tampilan  friendly  mudah  menggunakannya    pilihan metode pembayaran te o pe be ge te "
"1203","nih apk bagus banget salah pilih hotel langsung refund  proses refund  cepet banget estimasi hr kerja  hr kerja udah beres cs   by wa  cepet bangeeett gak kayak apl sebelah  chat cs aja ribetmya  ampun"
"1204"," membantu utk cari tiket dgn harga terjangkau  utk pilihan pembayaran via atm virtual account  off line jd mesti bayar langsung  teller bank"
"1205","bagus  mudah    diskon penerbangannya"
"1206","bagussangat membantumudahan  promo  update maafsekarang  biaya pemesanan ya  ngeh  impas dgn perolehan point  biaya pemesanan "
"1207","   hotel harga  sesuai aplikasi kecewa  dgn hotel yg direkomendasikan"
"1208"," aplikasi  fasilitas check in online       handphone  terhubung  internet"
"1209"," sy senang beli tiket dsni tp    sy kecewa  transfer  pembelian tiket tp tiketnya tdk muncul sdh hubungi csnya   suruh nunggu x jam heran sy harusx klu sdh  kirimkan bukti transfernya langsung  kirim bukti tiketnya tp    suruh menunggu"
"1210","    aplikasi    usul  poin    batasan expired date    kumpulkan    "
"1211","mantep aplikasi nya  nyoba pake langsung ngerti gk ribet  booking hotel  lengkap sip dah"
"1212"," check in online nya   on data seluler nya   dibilang   koneksi terima kasihh "
"1213","kecewa promo  garuda   gk  lagipengguna    garuda  "
"1214","  layanan tiket com   bagus  trus  kembangkan layanan nya  trus  minati masyarakat"
"1215","pelayanannya  bagus   cs  berpengalaman     a  b udah gitu menunggu balasan   "
"1216","mudah dipahami emailnya  tiketnya  harga sesuai  deskripsi aplikasinya lancar  simpel pokoknya mantap"
"1217","   bagus   pakai sampe point  an ribu proses refund cepat  anti galaunya   pandemi  menyerang     fasilitas   refund  lambat semoga  normal  saran paylater  kerja  ma bca   grup tuh lumayan   pay later card via bca  nih  laku tuh"
"1218","refund duit cuman rb aja    jaman serba digital   yg  penghalang ya klo ga sanggup bersaing mending mundur hati gaes   y  rugikan ga recommended bgt bagus traveloka aja cepat"
"1219","tiket paylater    dapatkan gimana  bersaing  aplikasi sejenis kalo tiket paylater    persulit"
"1220","tolong   perubahan jadwal   maskapai  diupdate   aplikasi sya   notifikasi penerbangan dibatalkan yg   klik   informasi terbaru perubahan jadwal tks"
"1221"," membantu mencari jadwal perjalanan darat  udara  pembelian tiketnya"
"1222","mudah  transportasi     mobilkereta apikapal lautpesawat  harga terjangkau"
"1223"," mengecewakan refund tiket tgl maret tuk penerbangan april  dijanjikan duit  menunggu bln juni  dikasih voucher dipotong    dipakai nama yg  voucher"
"1224"," membantu dlm pemesanan tiket khusus pesawat mudahn promonya   sukses  "
"1225","  pakai aplikasi  lumayan         berbagi pengalaman   refund    kemarin krn pengen ganti hotel   tu proses cepat    selesai   baca keluhan     karenakan   pandemi banyaknya permintaan refund  proses     program promonya aja  tunggu     terimakasih "
"1226"," keren tampilannya   promonya mantap dah pokoknya"
"1227","luarbiasa pemberitahuan  kebwrqngkatan  rinci  "
"1228","harga hotel ngga sesuai pesen  aplikasi harga sekian sampe  hotel  mintain  biaya ribu alasan   kapok gue pesen penginapan  oyo  tidur kotor sprei ngga  ganti paraahh oyo pondok gembyang ciwedey bandung"
"1229","parah penggantian jadwal dadakan   jadwal  berbenturan   menyesal  aplikasi "
"1230","bagussangat bagus rekomendasi  cari tiket gampang  mudah"
"1231","semoga   permudah sistem   telp  csnya  mempersulit  refund  reschedule"
"1232","nggak   pemesanan berhasil  tersimpan  my order bayar cash  otp cc   blokir tutup ccnya terima kasih  responnya    klo  butuh install    hasilnya   diapresiasi thx"
